norad_id,object_name,object_type,epoch_utc,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms,altitude_km
28361,NAVSTAR 55 (USA 178),Active,2026-03-21T19:03:26.236012+00:00,13797.938669,10430.464928,-19603.318504,-0.91869669,3.60584353,1.28064497,19772.22
28366,APRIZESAT 2,Active,2026-03-21T19:03:26.236012+00:00,2356.412571,5244.833762,-4189.936256,-0.56649427,-4.44789326,-6.01204709,743.53
28369,SAUDICOMSAT 1,Active,2026-03-21T19:03:26.236012+00:00,1013.095616,-1250.171075,6915.691305,-0.3765963,-7.36100693,-1.26794526,729.43
28370,SAUDICOMSAT 2,Active,2026-03-21T19:03:26.236012+00:00,231.489402,-6980.803204,1072.094192,-1.10946552,-1.18141088,-7.3570188,695.44
28371,SAUDISAT 2,Active,2026-03-21T19:03:26.236012+00:00,1586.928057,6784.710546,1365.96216,0.77835014,-1.64931048,7.26020421,729.46
28372,APRIZESAT 1,Active,2026-03-21T19:03:26.236012+00:00,241.264637,-6729.431746,2262.174654,-1.0990329,-2.43699551,-6.99694648,732.58
28376,AURA,Active,2026-03-21T19:03:26.236012+00:00,-3738.366455,-1723.778835,-5754.260203,4.58019462,4.16917587,-4.22699723,704.19
28378,ANIK F2,Active,2026-03-21T19:03:26.236012+00:00,41865.863745,-4369.151293,-2238.903479,0.31913921,3.05894306,0.0086869,35781.73
28380,COSMOS 2407,Active,2026-03-21T19:03:26.236012+00:00,2334.287334,-862.127831,-6942.842215,-5.10341024,4.7267041,-2.33173884,1004.31
28413,SHIJIAN-6 01A (SJ-6 01A),Active,2026-03-21T19:03:26.236012+00:00,-1151.727094,5407.759001,4107.170565,2.16030666,-4.12848251,6.01763027,516.61
28414,SHIJIAN-6 01B (SJ-6 01B),Active,2026-03-21T19:03:26.236012+00:00,-647.529567,-1542.804439,-6734.513092,-1.46069187,7.26565865,-1.52458445,568.25
28419,COSMOS 2408,Active,2026-03-21T19:03:26.236012+00:00,5148.472421,2680.425216,5284.322501,-4.78394718,-1.06982505,5.17773146,1478.55
28420,COSMOS 2409,Active,2026-03-21T19:03:26.236012+00:00,6607.750273,2401.764682,-3549.531556,2.61377009,2.05724891,6.28268906,1504.91
28446,AMC-15,Active,2026-03-21T19:03:26.236012+00:00,42154.380438,100.526859,2.067022,-0.00731289,3.07541719,-0.00144671,35783.5
28470,JB-3 3 (ZY 2C),Active,2026-03-21T19:03:26.236012+00:00,-1434.550168,-670.134847,6694.335923,3.8409535,6.4116159,1.43520182,508.04
28474,NAVSTAR 56 (USA 180),Active,2026-03-21T19:03:26.236012+00:00,-22284.559412,14967.278767,1564.63344,-1.33536245,-1.73863828,-3.13588922,20518.94
28485,SWIFT,Active,2026-03-21T19:03:26.236012+00:00,5482.37412,-3934.02711,-409.690039,4.07428905,5.94862691,-2.65922749,389.24
28493,NANOSAT-1,Active,2026-03-21T19:03:26.236012+00:00,5385.331524,3285.133271,-3059.018651,-2.14609697,-2.71065132,-6.70056454,639.81
28521,COSMOS 2414,Active,2026-03-21T19:03:26.236012+00:00,-1443.434579,5645.419608,-4443.561526,-2.20054565,4.01394208,5.77339552,956.99
28526,NSS-10,Active,2026-03-21T19:03:26.236012+00:00,15945.219368,39028.882895,-310.659243,-2.82858822,1.15925951,0.33209448,35790.6
28628,INMARSAT 4-F1,Active,2026-03-21T19:03:26.236012+00:00,9572.868124,-40939.433835,-3216.900643,2.98846139,0.71010361,-0.13296202,35795.64
28649,IRS-P5 (CARTOSAT-1),Active,2026-03-21T19:03:26.236012+00:00,2283.780878,-6352.752667,1754.141934,-0.32325891,-2.12940139,-7.24837907,603.96
28659,DIRECTV 8,Active,2026-03-21T19:03:26.236012+00:00,40917.14719,-10127.405658,-5.453357,0.7385471,2.98563276,-0.00134685,35780.84
28702,GALAXY 28 (G-28),Active,2026-03-21T19:03:26.236012+00:00,8695.689156,41254.120806,-91.639126,-3.00437926,0.63420822,0.16420052,35789.72
28737,SJ-7,Active,2026-03-21T19:03:26.236012+00:00,-270.148715,3358.969839,5993.296342,2.59713084,-6.19042104,3.59195835,504.7
28786,THAICOM 4,Active,2026-03-21T19:03:26.236012+00:00,-30010.030178,-29625.908501,17.834218,2.16008566,-2.18753634,0.00031877,35798.86
28810,REIMEI (INDEX),Active,2026-03-21T19:03:26.236012+00:00,2638.320777,38.056319,-6413.620758,-6.47098648,-2.86241605,-2.67434912,564.18
28868,ANIK F1R,Active,2026-03-21T19:03:26.236012+00:00,42021.52711,-1558.079747,-2951.986974,0.11609169,3.07304882,0.03764227,35782.89
